contigName	contigLen	totalAvgDepth	sample_small.sorted	sample_small.sorted-var
NODE_760_length_1522_cov_10.045671	1522	17.0525	17.0525	24.1052
NODE_761_length_1519_cov_2.341530	1519	3.82104	3.82104	2.49497
NODE_762_length_1518_cov_1.734792	1518	2.86257	2.86257	2.72729
NODE_763_length_1514_cov_2.002742	1514	3.52199	3.52199	3.95624
NODE_764_length_1512_cov_2.465340	1512	4.30176	4.30176	4.18737
NODE_765_length_1509_cov_3.117607	1509	5.90287	5.90287	5.62386
NODE_766_length_1505_cov_36.114483	1505	58.9867	58.9867	150.105
NODE_767_length_1505_cov_27.202069	1505	42.0672	42.0672	166.986
NODE_768_length_1501_cov_13.413555	1501	21.5936	21.5936	18.0459
NODE_769_length_1497_cov_16.686546	1497	25.6867	25.6867	45.3594
NODE_770_length_1496_cov_45.238029	1496	71.4547	71.4547	102.492
NODE_771_length_1493_cov_2.251739	1493	3.75056	3.75056	4.23206
NODE_772_length_1492_cov_2.266527	1492	3.85469	3.85469	3.40092
NODE_773_length_1492_cov_1.556019	1492	2.55514	2.55514	0.98988
NODE_774_length_1488_cov_2.694348	1488	4.53737	4.53737	3.62944
NODE_775_length_1485_cov_8.427972	1485	13.8015	13.8015	27.4651
NODE_776_length_1485_cov_2.595105	1485	4.79101	4.79101	4.72169
NODE_777_length_1482_cov_4.757533	1482	7.34459	7.34459	16.0007
NODE_778_length_1481_cov_1.748247	1481	3.03005	3.03005	1.94646
NODE_779_length_1480_cov_17.563509	1480	22.2639	22.2639	43.8829
NODE_780_length_1479_cov_2.304775	1479	3.91798	3.91798	4.93536
NODE_781_length_1478_cov_24.047786	1478	39.0166	39.0166	49.9168
NODE_782_length_1478_cov_5.481377	1478	9.28765	9.28765	9.41532
NODE_783_length_1474_cov_13.206483	1474	18.5778	18.5778	104.438
NODE_784_length_1473_cov_34.439351	1473	56.356	56.356	87.9345
NODE_785_length_1470_cov_36.945583	1470	59.9553	59.9553	965.321
NODE_786_length_1465_cov_2.522695	1465	4.38023	4.38023	3.95124
NODE_787_length_1465_cov_1.924113	1465	3.48137	3.48137	2.67297
NODE_788_length_1462_cov_5.178394	1462	8.30335	8.30335	17.3861
NODE_789_length_1460_cov_5.106762	1460	7.29466	7.29466	6.24009
NODE_790_length_1460_cov_2.541637	1460	4.12137	4.12137	4.57727
NODE_791_length_1457_cov_19.582026	1457	13.8569	13.8569	10.4903
NODE_792_length_1457_cov_9.890157	1457	15.7842	15.7842	22.1157
NODE_793_length_1456_cov_2.526767	1456	4.1294	4.1294	4.69817
NODE_794_length_1455_cov_16.964286	1455	27.6284	27.6284	45.5283
NODE_795_length_1449_cov_10.888092	1449	16.418	16.418	10.0755
NODE_796_length_1448_cov_3.213927	1448	5.38444	5.38444	4.73489
NODE_797_length_1447_cov_1.775144	1447	2.98843	2.98843	1.42347
NODE_798_length_1446_cov_2.723221	1446	4.62732	4.62732	6.25865
NODE_799_length_1444_cov_2.962563	1444	5.07264	5.07264	4.94137
NODE_800_length_1444_cov_1.953204	1444	3.54019	3.54019	3.67626
NODE_801_length_1440_cov_15.335018	1440	23.8698	23.8698	20.3119
NODE_802_length_1438_cov_9.953001	1438	14.8587	14.8587	25.7159
NODE_803_length_1433_cov_3.113933	1433	5.34373	5.34373	10.09
NODE_804_length_1429_cov_74.858806	1429	121.731	121.731	491.353
NODE_805_length_1428_cov_9.410779	1428	15.0524	15.0524	21.5
NODE_806_length_1425_cov_2.563504	1425	4.28	4.28	3.86897
NODE_807_length_1425_cov_2.220438	1425	4.00627	4.00627	2.35161
NODE_808_length_1424_cov_2.159971	1424	3.87049	3.87049	1.50167
NODE_809_length_1422_cov_146.907827	1422	97.4992	97.4992	5987.33
NODE_810_length_1420_cov_2.449817	1420	4.1	4.1	4.98049
NODE_811_length_1420_cov_2.273260	1420	3.77717	3.77717	3.27337
NODE_812_length_1416_cov_47.387950	1416	78.7804	78.7804	79.7541
NODE_813_length_1416_cov_4.626745	1416	10.9384	10.9384	15.3765
NODE_814_length_1416_cov_1.523145	1416	2.53397	2.53397	0.96366
NODE_815_length_1410_cov_16.363838	1410	26.3706	26.3706	28.4463
NODE_816_length_1409_cov_2.800591	1409	4.58697	4.58697	4.45089
NODE_817_length_1407_cov_10.759615	1407	17.1169	17.1169	21.8709
NODE_818_length_1405_cov_2.119259	1405	3.57052	3.57052	1.83693
NODE_819_length_1403_cov_8.761128	1403	14.1804	14.1804	33.3078
NODE_820_length_1399_cov_2.860863	1399	4.81986	4.81986	7.4442
NODE_821_length_1397_cov_2.058122	1397	3.5405	3.5405	2.58564
NODE_822_length_1394_cov_2.289022	1394	4.03617	4.03617	2.84422
NODE_823_length_1394_cov_1.696042	1394	2.91559	2.91559	1.39028
NODE_824_length_1393_cov_2.605381	1393	4.36042	4.36042	6.82652
NODE_825_length_1392_cov_11.943156	1392	20.1216	20.1216	50.099
NODE_826_length_1390_cov_2.486891	1390	4.15806	4.15806	5.10816
NODE_827_length_1389_cov_1.760870	1389	2.89992	2.89992	2.09659
NODE_828_length_1388_cov_4.282821	1388	8.95396	8.95396	28.0375
NODE_829_length_1388_cov_3.736684	1388	6.72456	6.72456	14.929
NODE_830_length_1387_cov_1.683934	1387	2.70331	2.70331	1.88358
NODE_831_length_1382_cov_2.400904	1382	3.71591	3.71591	3.59431
NODE_832_length_1373_cov_3.085736	1373	5.60998	5.60998	3.97457
NODE_833_length_1369_cov_8.080670	1369	13.041	13.041	13.5173
NODE_834_length_1366_cov_2.988558	1366	5.34539	5.34539	2.9802
NODE_835_length_1366_cov_1.929062	1366	3.21382	3.21382	1.05877
NODE_836_length_1365_cov_2.878626	1365	4.86173	4.86173	2.21315
NODE_837_length_1361_cov_3.388208	1361	5.99257	5.99257	5.68837
NODE_838_length_1357_cov_3.791859	1357	5.79453	5.79453	4.82011
NODE_839_length_1353_cov_11.922958	1353	18.0532	18.0532	38.5596
NODE_840_length_1352_cov_6.709329	1352	11.1165	11.1165	19.1071
NODE_841_length_1352_cov_2.233616	1352	3.73877	3.73877	2.48962
NODE_842_length_1351_cov_2.206019	1351	3.82265	3.82265	3.33103
NODE_843_length_1350_cov_15.550579	1350	11.4158	11.4158	9.35405
NODE_844_length_1349_cov_1.718702	1349	3.03586	3.03586	1.17651
NODE_845_length_1348_cov_13.312452	1348	20.7713	20.7713	25.4564
NODE_846_length_1348_cov_2.673627	1348	4.55676	4.55676	1.60369
NODE_847_length_1348_cov_1.689095	1348	2.95826	2.95826	1.20794
NODE_848_length_1347_cov_3.240712	1347	5.49791	5.49791	6.58302
NODE_849_length_1341_cov_1.834370	1341	3.0806	3.0806	1.20022
NODE_850_length_1339_cov_8.663551	1339	14.254	14.254	80.6926
NODE_851_length_1339_cov_2.912773	1339	4.72161	4.72161	5.09835
NODE_852_length_1337_cov_6.460998	1337	10.2494	10.2494	10.4723
NODE_853_length_1336_cov_1.958626	1336	3.1054	3.1054	1.18635
NODE_854_length_1333_cov_127.251956	1333	208.358	208.358	551.549
NODE_855_length_1329_cov_1.426217	1329	2.24173	2.24173	0.585827
NODE_856_length_1328_cov_3.488610	1328	5.98981	5.98981	3.83506
NODE_857_length_1327_cov_2.403302	1327	3.92863	3.92863	2.04422
NODE_858_length_1323_cov_1.505521	1323	2.41944	2.41944	0.63962
NODE_859_length_1321_cov_2.255924	1321	3.43553	3.43553	4.57086
NODE_860_length_1320_cov_47.074308	1320	72.9162	72.9162	174.046
NODE_861_length_1320_cov_2.433202	1320	4.08889	4.08889	2.91598
NODE_862_length_1319_cov_2.358386	1319	4.00257	4.00257	2.58304
NODE_863_length_1313_cov_8.863275	1313	11.497	11.497	19.7837
NODE_864_length_1307_cov_10.051917	1307	15.9239	15.9239	25.4406
NODE_865_length_1307_cov_2.179712	1307	3.65514	3.65514	4.47353
NODE_866_length_1306_cov_4.361311	1306	7.47751	7.47751	5.69039
NODE_867_length_1305_cov_2.059200	1305	3.5013	3.5013	2.8672
NODE_868_length_1304_cov_1.738991	1304	2.98354	2.98354	0.72913
NODE_869_length_1303_cov_1.973558	1303	3.28534	3.28534	1.685
NODE_870_length_1302_cov_1.786688	1302	3.0217	3.0217	1.69283
NODE_871_length_1299_cov_1.834405	1299	3.37946	3.37946	2.99699
NODE_872_length_1298_cov_4.705551	1298	8.0122	8.0122	10.7356
NODE_873_length_1298_cov_2.574417	1298	4.18206	4.18206	2.89535
NODE_874_length_1297_cov_10.752818	1297	17.9163	17.9163	13.7888
NODE_875_length_1295_cov_2.348387	1295	3.94672	3.94672	2.05397
NODE_876_length_1294_cov_3.123487	1294	5.56643	5.56643	6.72875
NODE_877_length_1294_cov_2.285714	1294	3.28846	3.28846	2.37693
NODE_878_length_1294_cov_1.637611	1294	2.80245	2.80245	2.03793
NODE_879_length_1291_cov_28.631068	1291	47.4785	47.4785	129.422
NODE_880_length_1291_cov_18.806634	1291	27.0526	27.0526	48.0325
NODE_881_length_1290_cov_2.234008	1290	3.73333	3.73333	1.86386
NODE_882_length_1288_cov_19.231144	1288	24.0404	24.0404	72.4505
NODE_883_length_1286_cov_2.624695	1286	4.6206	4.6206	3.01982
NODE_884_length_1285_cov_13.345528	1285	22.007	22.007	42.4498
NODE_885_length_1285_cov_10.856098	1285	17.7172	17.7172	14.7867
NODE_886_length_1285_cov_1.827642	1285	2.96211	2.96211	1.18286
NODE_887_length_1284_cov_3.743694	1284	7.61023	7.61023	16.3599
NODE_888_length_1283_cov_21.281759	1283	21.436	21.436	31.5817
NODE_889_length_1282_cov_1.287694	1282	2.14046	2.14046	0.936046
NODE_890_length_1281_cov_2.149266	1281	3.58002	3.58002	1.50399
NODE_891_length_1277_cov_2.572831	1277	4.26531	4.26531	3.80965
NODE_892_length_1277_cov_1.365794	1277	2.32653	2.32653	0.90394
NODE_893_length_1275_cov_2.690984	1275	4.58933	4.58933	3.50557
NODE_894_length_1274_cov_5.485644	1274	9.71352	9.71352	16.071
NODE_895_length_1272_cov_3.228431	1272	5.31996	5.31996	7.91095
NODE_896_length_1271_cov_2.671053	1271	4.4826	4.4826	5.2249
NODE_897_length_1271_cov_2.239309	1271	3.89384	3.89384	3.61641
NODE_898_length_1268_cov_2.300082	1268	3.84794	3.84794	2.09503
NODE_899_length_1267_cov_2.198845	1267	3.76365	3.76365	2.54445
NODE_900_length_1265_cov_7.902479	1265	11.0762	11.0762	9.97534
NODE_901_length_1265_cov_2.474380	1265	4.54081	4.54081	4.5394
NODE_902_length_1265_cov_1.619835	1265	2.68251	2.68251	0.845249
NODE_903_length_1264_cov_2.535980	1264	4.5754	4.5754	4.9777
NODE_904_length_1262_cov_2.439934	1262	3.9955	3.9955	5.16203
NODE_905_length_1261_cov_14.349088	1261	24.4707	24.4707	29.0926
NODE_906_length_1261_cov_1.807629	1261	3.018	3.018	1.14023
NODE_907_length_1260_cov_59.887137	1260	95.2369	95.2369	375.676
NODE_908_length_1260_cov_2.731950	1260	4.52342	4.52342	2.74921
NODE_909_length_1258_cov_1.923525	1258	3.24278	3.24278	1.49204
NODE_910_length_1257_cov_16.685524	1257	27.7064	27.7064	42.3667
NODE_911_length_1257_cov_2.118136	1257	3.66396	3.66396	2.01536
NODE_912_length_1256_cov_3.155704	1256	5.6736	5.6736	6.70325
NODE_913_length_1255_cov_18.103333	1255	13.514	13.514	8.41307
NODE_914_length_1254_cov_1.912427	1254	3.2346	3.2346	1.49796
NODE_915_length_1252_cov_2.380952	1252	3.90926	3.90926	3.12707
NODE_916_length_1249_cov_2.825796	1249	4.74522	4.74522	8.6709
NODE_917_length_1248_cov_2.897737	1248	4.9153	4.9153	4.77589
NODE_918_length_1242_cov_38.117102	1242	26.7088	26.7088	124.944
NODE_919_length_1241_cov_2.295953	1241	3.94409	3.94409	3.10239
NODE_920_length_1240_cov_1.843882	1240	3.07431	3.07431	0.917333
NODE_921_length_1239_cov_23.197635	1239	34.9669	34.9669	65.4992
NODE_922_length_1239_cov_1.754223	1239	2.92011	2.92011	1.35115
NODE_923_length_1238_cov_11.239222	1238	17.6544	17.6544	13.84
NODE_924_length_1237_cov_3.646362	1237	5.69457	5.69457	11.9249
NODE_925_length_1236_cov_2.128704	1236	3.61694	3.61694	3.63562
NODE_926_length_1236_cov_2.080440	1236	3.38306	3.38306	2.4135
NODE_927_length_1236_cov_1.992379	1236	3.62891	3.62891	1.52206
NODE_928_length_1232_cov_2.357689	1232	4.10074	4.10074	2.9769
NODE_929_length_1230_cov_2.780426	1230	4.67593	4.67593	6.26746
NODE_930_length_1228_cov_1.747656	1228	2.88776	2.88776	1.56305
NODE_931_length_1226_cov_19.219471	1226	30.4424	30.4424	266.031
NODE_932_length_1220_cov_2.181974	1220	3.73925	3.73925	2.72425
NODE_933_length_1220_cov_1.863519	1220	3.08785	3.08785	1.93054
NODE_934_length_1220_cov_1.695279	1220	2.78972	2.78972	1.26631
NODE_935_length_1217_cov_3.111876	1217	5.65511	5.65511	6.55826
NODE_936_length_1216_cov_2.238587	1216	3.74015	3.74015	3.12773
NODE_937_length_1215_cov_2.575000	1215	4.14272	4.14272	2.69954
NODE_938_length_1213_cov_1.960276	1213	3.0969	3.0969	1.53768
NODE_939_length_1211_cov_2.365052	1211	3.98492	3.98492	3.38846
NODE_940_length_1206_cov_2.623805	1206	4.34943	4.34943	3.42185
NODE_941_length_1206_cov_2.129453	1206	3.59943	3.59943	3.13512
NODE_942_length_1205_cov_2.218261	1205	3.74313	3.74313	3.72806
NODE_943_length_1205_cov_2.013043	1205	3.63507	3.63507	4.02889
NODE_944_length_1204_cov_2.477807	1204	4.33966	4.33966	4.14857
NODE_945_length_1204_cov_2.436031	1204	4.16129	4.16129	3.18005
NODE_946_length_1204_cov_2.287206	1204	3.87476	3.87476	1.80006
NODE_947_length_1202_cov_1.969486	1202	3.20627	3.20627	1.94505
NODE_948_length_1201_cov_60.432810	1201	100.102	100.102	183.408
NODE_949_length_1199_cov_2.164336	1199	3.66349	3.66349	0.857074
NODE_950_length_1199_cov_2.018357	1199	3.653	3.653	1.48634
NODE_951_length_1198_cov_2.713911	1198	4.98473	4.98473	5.35603
NODE_952_length_1198_cov_2.083990	1198	3.38073	3.38073	0.952331
NODE_953_length_1196_cov_2.608238	1196	4.4761	4.4761	1.99511
NODE_954_length_1196_cov_1.470640	1196	2.64818	2.64818	2.1919
NODE_955_length_1195_cov_2.044737	1195	3.42392	3.42392	1.89197
NODE_956_length_1194_cov_2.434592	1194	4.03544	4.03544	2.34293
NODE_957_length_1194_cov_1.943810	1194	3.46935	3.46935	1.34614
NODE_958_length_1189_cov_2.781305	1189	4.36477	4.36477	1.93521
NODE_959_length_1188_cov_1.936452	1188	3.29672	3.29672	2.00831
NODE_960_length_1186_cov_2.725022	1186	4.71042	4.71042	5.10451
NODE_961_length_1186_cov_2.254642	1186	4.03571	4.03571	2.57358
NODE_962_length_1185_cov_13.312389	1185	20.5816	20.5816	16.5182
NODE_963_length_1185_cov_3.438938	1185	6.01449	6.01449	7.18642
NODE_964_length_1181_cov_2.858792	1181	4.95829	4.95829	5.42835
NODE_965_length_1177_cov_2.433155	1177	4.10711	4.10711	6.80917
NODE_966_length_1174_cov_2.277033	1174	3.76172	3.76172	3.30393
NODE_967_length_1173_cov_1.541145	1173	2.55914	2.55914	2.37004
NODE_968_length_1172_cov_7.798568	1172	14.2691	14.2691	17.5955
NODE_969_length_1171_cov_1.662186	1171	2.82076	2.82076	0.911961
NODE_970_length_1170_cov_15.313901	1170	24.9265	24.9265	20.3154
NODE_971_length_1170_cov_1.825112	1170	3.0598	3.0598	3.17308
NODE_972_length_1169_cov_47.829443	1169	78.3494	78.3494	489.626
NODE_973_length_1169_cov_11.097846	1169	18.3552	18.3552	10.8972
NODE_974_length_1169_cov_3.368941	1169	4.95682	4.95682	3.34588
NODE_975_length_1167_cov_1.922662	1167	3.23599	3.23599	3.58599
NODE_976_length_1166_cov_1.842484	1166	3.08465	3.08465	2.3278
NODE_977_length_1163_cov_2.135379	1163	3.35242	3.35242	1.83316
NODE_978_length_1161_cov_3.418626	1161	6.69733	6.69733	6.31622
NODE_979_length_1161_cov_2.445750	1161	4.20673	4.20673	3.95822
NODE_980_length_1158_cov_8.638259	1158	13.7569	13.7569	32.0768
NODE_981_length_1156_cov_3.630336	1156	5.61531	5.61531	5.83886
NODE_982_length_1155_cov_104.036364	1155	170.707	170.707	265.51
NODE_983_length_1155_cov_14.315455	1155	21.8557	21.8557	12.2591
NODE_984_length_1149_cov_17.293419	1149	22.953	22.953	34.5038
NODE_985_length_1147_cov_2.246337	1147	3.87362	3.87362	2.44183
NODE_986_length_1147_cov_1.499084	1147	2.52959	2.52959	0.819658
NODE_987_length_1146_cov_1.670944	1146	2.78614	2.78614	1.59945
NODE_988_length_1146_cov_1.460128	1146	2.50301	2.50301	0.843205
NODE_989_length_1145_cov_2.286239	1145	3.73668	3.73668	2.90444
NODE_990_length_1143_cov_1.329044	1143	2.16113	2.16113	1.23612
NODE_991_length_1142_cov_2.224471	1142	3.74194	3.74194	1.60033
NODE_992_length_1142_cov_2.161914	1142	3.5131	3.5131	2.02404
NODE_993_length_1141_cov_3.125230	1141	4.83956	4.83956	4.24595
NODE_994_length_1141_cov_1.592081	1141	2.48436	2.48436	1.32072
NODE_995_length_1140_cov_5.825806	1140	10.5111	10.5111	11.8315
NODE_996_length_1140_cov_2.922581	1140	4.59495	4.59495	2.93485
NODE_997_length_1139_cov_1.513838	1139	2.8726	2.8726	1.75502
NODE_998_length_1138_cov_3.055402	1138	5.10324	5.10324	4.68639
NODE_999_length_1138_cov_2.472761	1138	4.07692	4.07692	3.14503
NODE_1000_length_1136_cov_2.692877	1136	4.5355	4.5355	5.13023
NODE_1001_length_1132_cov_2.700093	1132	4.60081	4.60081	9.30022
NODE_1002_length_1132_cov_2.302693	1132	3.81161	3.81161	2.36305
NODE_1003_length_1129_cov_1.461825	1129	2.48417	2.48417	1.69786
NODE_1004_length_1124_cov_2.619270	1124	4.9384	4.9384	3.36105
NODE_1005_length_1124_cov_1.838167	1124	3.00308	3.00308	1.75436
NODE_1006_length_1123_cov_2.549625	1123	4.26413	4.26413	4.00115
NODE_1007_length_1123_cov_1.736891	1123	3.14902	3.14902	2.17839
NODE_1008_length_1122_cov_2.475164	1122	4.21708	4.21708	3.32769
NODE_1009_length_1120_cov_38.778404	1120	53.2598	53.2598	193.764
NODE_1010_length_1120_cov_2.911737	1120	4.94227	4.94227	4.75624
NODE_1011_length_1120_cov_2.343662	1120	4.23814	4.23814	1.68833
NODE_1012_length_1120_cov_1.846948	1120	2.8268	2.8268	1.47461
NODE_1013_length_1118_cov_2.531515	1118	4.6312	4.6312	3.08309
NODE_1014_length_1118_cov_1.969897	1118	3.42665	3.42665	2.7909
NODE_1015_length_1117_cov_2.255179	1117	3.50465	3.50465	1.77198
NODE_1016_length_1117_cov_2.056497	1117	3.37642	3.37642	1.28466
NODE_1017_length_1114_cov_1.418319	1114	2.29149	2.29149	0.630411
NODE_1018_length_1113_cov_2.103970	1113	3.63967	3.63967	1.40745
NODE_1019_length_1112_cov_1.982971	1112	3.29418	3.29418	1.67508
NODE_1020_length_1112_cov_1.719962	1112	2.82225	2.82225	1.76546
NODE_1021_length_1110_cov_2.163033	1110	3.75521	3.75521	3.22363
NODE_1022_length_1109_cov_2.741935	1109	4.64234	4.64234	4.48051
NODE_1023_length_1108_cov_2.401709	1108	4.11273	4.11273	4.13567
NODE_1024_length_1108_cov_2.145299	1108	3.45616	3.45616	1.47718
NODE_1025_length_1105_cov_1.916190	1105	3.26283	3.26283	1.4623
NODE_1026_length_1104_cov_12.708294	1104	20.2788	20.2788	9.64519
NODE_1027_length_1101_cov_2.173040	1101	3.46688	3.46688	3.28706
NODE_1028_length_1099_cov_2.735632	1099	4.89779	4.89779	5.10029
NODE_1029_length_1097_cov_1.719770	1097	2.84055	2.84055	0.812816
NODE_1030_length_1095_cov_2.200962	1095	3.81058	3.81058	1.95243
NODE_1031_length_1093_cov_2.419075	1093	3.78579	3.78579	4.85854
NODE_1032_length_1092_cov_1.561234	1092	3	3	2.44633
NODE_1033_length_1091_cov_1.777992	1091	3.19341	3.19341	0.82638
NODE_1034_length_1090_cov_1.814493	1090	3.20532	3.20532	1.44768
NODE_1035_length_1089_cov_3.327853	1089	5.82854	5.82854	6.24883
NODE_1036_length_1088_cov_2.225557	1088	3.71215	3.71215	1.72069
NODE_1037_length_1087_cov_1.740310	1087	3.17182	3.17182	2.18732
NODE_1038_length_1087_cov_1.265504	1087	2.26894	2.26894	1.31862
NODE_1039_length_1086_cov_2.172648	1086	3.7703	3.7703	2.30119
NODE_1040_length_1085_cov_1.739806	1085	2.85668	2.85668	0.92377
NODE_1041_length_1082_cov_1.393379	1082	2.35408	2.35408	0.989426
NODE_1042_length_1081_cov_2.630604	1081	4.43072	4.43072	2.74438
NODE_1043_length_1080_cov_2.529756	1080	4.56237	4.56237	2.60375
NODE_1044_length_1080_cov_1.975610	1080	3.53548	3.53548	2.67527
NODE_1045_length_1079_cov_176.535156	1079	255.505	255.505	7045.22
NODE_1046_length_1077_cov_5.792564	1077	8.86192	8.86192	11.2509
NODE_1047_length_1077_cov_2.216243	1077	3.59331	3.59331	1.68001
NODE_1048_length_1076_cov_5.823702	1076	10.1825	10.1825	11.4834
NODE_1049_length_1076_cov_2.688541	1076	4.7149	4.7149	2.99972
NODE_1050_length_1076_cov_1.946131	1076	3.20518	3.20518	1.73082
NODE_1051_length_1075_cov_1.448039	1075	2.68973	2.68973	0.664446
NODE_1052_length_1074_cov_21.266928	1074	36.0682	36.0682	59.1968
NODE_1053_length_1074_cov_1.947988	1074	3.14502	3.14502	2.02878
NODE_1054_length_1074_cov_1.748773	1074	3.10498	3.10498	1.63468
NODE_1055_length_1072_cov_12.804326	1072	21.1833	21.1833	23.5983
NODE_1056_length_1072_cov_2.439528	1072	4.18655	4.18655	4.32567
NODE_1057_length_1071_cov_17.967520	1071	30.4973	30.4973	33.7785
NODE_1058_length_1069_cov_1.416174	1069	2.83243	2.83243	3.13961
NODE_1059_length_1068_cov_2.018756	1068	3.4183	3.4183	1.30575
NODE_1060_length_1066_cov_25.269041	1066	23.036	23.036	100.516
NODE_1061_length_1066_cov_1.598417	1066	2.72598	2.72598	1.19587
NODE_1062_length_1065_cov_1.653465	1065	2.82077	2.82077	0.716198
NODE_1063_length_1063_cov_1.699405	1063	2.91019	2.91019	1.19148
NODE_1064_length_1062_cov_6.092354	1062	9.70614	9.70614	15.5337
NODE_1065_length_1060_cov_2.353234	1060	3.68462	3.68462	2.46478
NODE_1066_length_1058_cov_2.146560	1058	3.56278	3.56278	2.02142
NODE_1067_length_1056_cov_2.314685	1056	3.56181	3.56181	3.3713
NODE_1068_length_1056_cov_1.514486	1056	2.734	2.734	1.11479
NODE_1069_length_1053_cov_3.105210	1053	5.50277	5.50277	7.72032
NODE_1070_length_1051_cov_2.365462	1051	3.9323	3.9323	3.34986
NODE_1071_length_1050_cov_1.737688	1050	2.79667	2.79667	1.26116
NODE_1072_length_1049_cov_2.397384	1049	4.19021	4.19021	2.65753
NODE_1073_length_1048_cov_5.291037	1048	8.70045	8.70045	5.51666
NODE_1074_length_1048_cov_1.420947	1048	2.38641	2.38641	1.05118
NODE_1075_length_1047_cov_15.356855	1047	24.8707	24.8707	21.5815
NODE_1076_length_1047_cov_2.018145	1047	3.32887	3.32887	0.970967
NODE_1077_length_1043_cov_2.177126	1043	3.54311	3.54311	1.3381
NODE_1078_length_1042_cov_20.519757	1042	34.3935	34.3935	29.1436
NODE_1079_length_1042_cov_1.591692	1042	2.77466	2.77466	1.44748
NODE_1080_length_1041_cov_11.141988	1041	16.4781	16.4781	24.2431
NODE_1081_length_1040_cov_2.409137	1040	4.17528	4.17528	2.53842
NODE_1082_length_1039_cov_2.990854	1039	5.10236	5.10236	12.4681
NODE_1083_length_1038_cov_38.722279	1038	34.2252	34.2252	301.981
NODE_1084_length_1038_cov_2.484232	1038	4.38626	4.38626	2.99944
NODE_1085_length_1035_cov_17.367347	1035	28.7367	28.7367	41.2801
NODE_1086_length_1033_cov_2.334356	1033	4.02152	4.02152	2.59251
NODE_1087_length_1033_cov_1.872188	1033	3.20725	3.20725	2.35043
NODE_1088_length_1030_cov_2.173333	1030	3.81818	3.81818	0.979425
NODE_1089_length_1030_cov_1.960000	1030	3.29659	3.29659	2.21342
NODE_1090_length_1027_cov_1.633745	1027	2.94413	2.94413	2.32222
NODE_1091_length_1024_cov_1.777090	1024	3.05606	3.05606	1.43671
NODE_1092_length_1024_cov_1.246646	1024	2.09268	2.09268	0.576738
NODE_1093_length_1023_cov_11.660124	1023	15.9817	15.9817	24.8299
NODE_1094_length_1023_cov_1.204545	1023	1.84994	1.84994	0.467138
NODE_1095_length_1022_cov_2.416753	1022	4.17202	4.17202	2.91641
NODE_1096_length_1021_cov_2.449275	1021	4.15385	4.15385	6.02459
NODE_1097_length_1019_cov_2.884855	1019	4.72842	4.72842	4.33401
NODE_1098_length_1019_cov_2.016598	1019	3.39241	3.39241	3.38846
NODE_1099_length_1018_cov_3.401869	1018	5.53917	5.53917	3.20839
NODE_1100_length_1016_cov_1.880333	1016	3.25058	3.25058	1.5568
NODE_1101_length_1015_cov_17.030208	1015	29.3699	29.3699	110.983
NODE_1102_length_1015_cov_2.825000	1015	5.10867	5.10867	3.78448
NODE_1103_length_1013_cov_1.220251	1013	2.00464	2.00464	0.726191
NODE_1104_length_1010_cov_3.094241	1010	5.83721	5.83721	7.15392
NODE_1105_length_1009_cov_3.754717	1009	6.33411	6.33411	5.96633
NODE_1106_length_1008_cov_5.633788	1008	9.75058	9.75058	25.8466
NODE_1107_length_1005_cov_11.546316	1005	19.5251	19.5251	67.8419
NODE_1108_length_1005_cov_2.234737	1005	3.82924	3.82924	2.38767
NODE_1109_length_1004_cov_4.628030	1004	8.21429	8.21429	14.8907
NODE_1110_length_1000_cov_52.898413	1000	64.2494	64.2494	2442.19
NODE_1111_length_998_cov_2.795334	998	4.18042	4.18042	3.30033
NODE_1112_length_998_cov_2.257688	998	3.97877	3.97877	3.36437
NODE_1113_length_998_cov_1.782609	998	2.8691	2.8691	1.7904
NODE_1114_length_996_cov_1.740701	996	2.85934	2.85934	1.20977
NODE_1115_length_995_cov_3.511702	995	5.3574	5.3574	3.23704
NODE_1116_length_995_cov_3.319149	995	5.46272	5.46272	10.2774
NODE_1117_length_995_cov_2.113830	995	3.7645	3.7645	3.13524
NODE_1118_length_990_cov_2.509091	990	4.24643	4.24643	4.84385
NODE_1119_length_990_cov_2.400000	990	4.13214	4.13214	4.01469
NODE_1120_length_989_cov_2.139186	989	3.60429	3.60429	1.83368
NODE_1121_length_988_cov_2.561629	988	4.09785	4.09785	2.6762
NODE_1122_length_988_cov_1.821008	988	3.3759	3.3759	1.42007
NODE_1123_length_987_cov_2.341202	987	4.53644	4.53644	8.61742
NODE_1124_length_987_cov_2.213519	987	3.70848	3.70848	4.58236
NODE_1125_length_986_cov_29.690655	986	47.1507	47.1507	52.3987
NODE_1126_length_985_cov_2.058065	985	3.61557	3.61557	1.81966
NODE_1127_length_985_cov_1.076344	985	1.74371	1.74371	0.646463
NODE_1128_length_983_cov_1.839440	983	3.14646	3.14646	2.2117
NODE_1129_length_983_cov_1.728448	983	2.85954	2.85954	0.628083
NODE_1130_length_982_cov_2.451996	982	4.28606	4.28606	1.36212
NODE_1131_length_981_cov_33.407127	981	46.3165	46.3165	117.226
NODE_1132_length_980_cov_33.437838	980	53.1084	53.1084	17.8966
NODE_1133_length_980_cov_2.409730	980	3.96386	3.96386	3.7116
NODE_1134_length_978_cov_1.793066	978	3.10628	3.10628	1.68398
NODE_1135_length_978_cov_1.739978	978	2.98913	2.98913	1.52226
NODE_1136_length_977_cov_2.221258	977	3.80048	3.80048	3.63206
